id,filename,genre,artist
27,Abstract_Expressionism/philip-guston_to-fellini-1958.jpg,Abstract Expressionism,philip guston
28,Abstract_Expressionism/paul-jenkins_not_detected_235721.jpg,Abstract Expressionism,paul jenkins
29,Abstract_Expressionism/john-hoyland_before-time-mysteries-12-05-01-11-2011.jpg,Abstract Expressionism,john hoyland
30,Abstract_Expressionism/joe-goode_untitled-torn-clouds-1974.jpg,Abstract Expressionism,joe goode
31,Abstract_Expressionism/sam-francis_untitled-self-portrait-1976.jpg,Abstract Expressionism,sam francis
32,Abstract_Expressionism/howard-hodgkin_rain-1989.jpg,Abstract Expressionism,howard hodgkin
33,Abstract_Expressionism/conrad-marca-relli_autumn-suite-a-1970.jpg,Abstract Expressionism,conrad marca relli
34,Abstract_Expressionism/salvador-dali_arabs-1.jpg,Abstract Expressionism,salvador dali
35,Abstract_Expressionism/louise-nevelson_seventh-decade-garden-ix-x-1970.jpg,Abstract Expressionism,louise nevelson
36,Abstract_Expressionism/helen-frankenthaler_radius-1993.jpg,Abstract Expressionism,helen frankenthaler
37,Abstract_Expressionism/willem-de-kooning_fire-island.jpg,Abstract Expressionism,willem de kooning
38,Abstract_Expressionism/atsuko-tanaka_untitled-1976.jpg,Abstract Expressionism,atsuko tanaka
39,Abstract_Expressionism/jimmy-ernst_epilogue-1974.jpg,Abstract Expressionism,jimmy ernst
40,Abstract_Expressionism/raoul-ubac_kreuzweg-1955.jpg,Abstract Expressionism,raoul ubac
41,Abstract_Expressionism/clyfford-still_1947-s-1947.jpg,Abstract Expressionism,clyfford still
42,Abstract_Expressionism/hans-hofmann_composition-no-v-1952.jpg,Abstract Expressionism,hans hofmann
43,Abstract_Expressionism/geta-bratescu_medeic-callisthetic-moves-v-1981.jpg,Abstract Expressionism,geta bratescu
44,Abstract_Expressionism/arshile-gorky_golden-brown-painting-1944.jpg,Abstract Expressionism,arshile gorky
45,Abstract_Expressionism/william-baziotes_oriental-1952.jpg,Abstract Expressionism,william baziotes
46,Abstract_Expressionism/hassel-smith_untitled-1959.jpg,Abstract Expressionism,hassel smith
47,Abstract_Expressionism/jimmy-ernst_moonscape-1969.jpg,Abstract Expressionism,jimmy ernst
48,Abstract_Expressionism/jimmy-ernst_silent-protest-1976.jpg,Abstract Expressionism,jimmy ernst
49,Abstract_Expressionism/john-hoyland_rankin-1979.jpg,Abstract Expressionism,john hoyland
50,Abstract_Expressionism/jackson-pollock_mural.jpg,Abstract Expressionism,jackson pollock
51,Abstract_Expressionism/brice-marden_second-letter-zen-spring-2009.jpg,Abstract Expressionism,brice marden
52,Abstract_Expressionism/paul-jenkins_not_detected_235728.jpg,Abstract Expressionism,paul jenkins
53,Abstract_Expressionism/horia-bernea_prapor(1).jpg,Abstract Expressionism,horia bernea
54,Abstract_Expressionism/joe-goode_untitled-torn-clouds-1975.jpg,Abstract Expressionism,joe goode
55,Abstract_Expressionism/cy-twombly_untitled-3.jpg,Abstract Expressionism,cy twombly
56,Abstract_Expressionism/henri-matisse_cut-outs-5.jpg,Abstract Expressionism,henri matisse
57,Abstract_Expressionism/gotthard-graubner_untitled-2000.jpg,Abstract Expressionism,gotthard graubner
58,Abstract_Expressionism/brett-whiteley_bathers-1963.jpg,Abstract Expressionism,brett whiteley
59,Abstract_Expressionism/milton-resnick_bruno-1982.jpg,Abstract Expressionism,milton resnick
60,Abstract_Expressionism/sam-francis_blue-balls-viii-1962.jpg,Abstract Expressionism,sam francis
61,Abstract_Expressionism/joan-miro_may-1973.jpg,Abstract Expressionism,joan miro
62,Abstract_Expressionism/john-hoyland_25-4-78-1978.jpg,Abstract Expressionism,john hoyland
63,Abstract_Expressionism/paul-reed_17f-1963.jpg,Abstract Expressionism,paul reed
64,Abstract_Expressionism/paul-reed_12-1964.jpg,Abstract Expressionism,paul reed
65,Abstract_Expressionism/jimmy-ernst_lookscape-1952.jpg,Abstract Expressionism,jimmy ernst
66,Abstract_Expressionism/jean-paul-riopelle_landing-1958.jpg,Abstract Expressionism,jean paul riopelle
67,Abstract_Expressionism/jimmy-ernst_silence-at-sharpeville-1962.jpg,Abstract Expressionism,jimmy ernst
68,Abstract_Expressionism/henri-matisse_not-identified-4.jpg,Abstract Expressionism,henri matisse
69,Abstract_Expressionism/mark-tobey_coming-and-going-1970.jpg,Abstract Expressionism,mark tobey
70,Abstract_Expressionism/frank-bowling_rush-green-1977.jpg,Abstract Expressionism,frank bowling
71,Abstract_Expressionism/alice-baber_lord-of-the-rainbow-1976.jpg,Abstract Expressionism,alice baber
72,Abstract_Expressionism/william-baziotes_yellow-net-1946.jpg,Abstract Expressionism,william baziotes
73,Abstract_Expressionism/mark-rothko_untitled.jpg,Abstract Expressionism,mark rothko
74,Abstract_Expressionism/brice-marden_st-barts-10-1991.jpg,Abstract Expressionism,brice marden
75,Abstract_Expressionism/forrest-bess_it-fits-1955.jpg,Abstract Expressionism,forrest bess
76,Abstract_Expressionism/gerhard-richter_abstract-painting-780-1-1.jpg,Abstract Expressionism,gerhard richter
77,Abstract_Expressionism/sam-francis_happy-death-stone-1960.jpg,Abstract Expressionism,sam francis
78,Abstract_Expressionism/hans-hofmann_idolatress-i-1963.jpg,Abstract Expressionism,hans hofmann
79,Abstract_Expressionism/gene-davis_bay-1958.jpg,Abstract Expressionism,gene davis
80,Abstract_Expressionism/david-smith_untitled-1963.jpg,Abstract Expressionism,david smith
81,Abstract_Expressionism/kenzo-okada_lemon-yellow-1950.jpg,Abstract Expressionism,kenzo okada
82,Abstract_Expressionism/walasse-ting_sweet-milky-way-1969.jpg,Abstract Expressionism,walasse ting
83,Abstract_Expressionism/larry-zox_abstract-with-blue-and-black.jpg,Abstract Expressionism,larry zox
84,Abstract_Expressionism/john-hoyland_saracen-1977.jpg,Abstract Expressionism,john hoyland
85,Abstract_Expressionism/willem-de-kooning_untitled.jpg,Abstract Expressionism,willem de kooning
86,Abstract_Expressionism/henri-matisse_jazz-book-1947.jpg,Abstract Expressionism,henri matisse
87,Abstract_Expressionism/henri-matisse_cut-outs-2.jpg,Abstract Expressionism,henri matisse
88,Abstract_Expressionism/helen-frankenthaler_ganymede-1978.jpg,Abstract Expressionism,helen frankenthaler
89,Abstract_Expressionism/robert-goodnough_color-abstraction-1967.jpg,Abstract Expressionism,robert goodnough
90,Abstract_Expressionism/salvador-dali_dali-s-moustache.jpg,Abstract Expressionism,salvador dali
91,Abstract_Expressionism/hans-hofmann_little-cherry-1965.jpg,Abstract Expressionism,hans hofmann
92,Abstract_Expressionism/sam-francis_upper-yellow-ii-lembark-l73-1964.jpg,Abstract Expressionism,sam francis
93,Abstract_Expressionism/basuki-abdullah_abstract.jpg,Abstract Expressionism,basuki abdullah
94,Abstract_Expressionism/willem-de-kooning_untitled-1967.jpg,Abstract Expressionism,willem de kooning
95,Abstract_Expressionism/joan-snyder_song-cycle-4-2011.jpg,Abstract Expressionism,joan snyder
96,Abstract_Expressionism/taro-yamamoto_untitled-triptych-1961.jpg,Abstract Expressionism,taro yamamoto
97,Abstract_Expressionism/frank-bowling_spreadout-ron-kitaj-1986.jpg,Abstract Expressionism,frank bowling
98,Abstract_Expressionism/lee-krasner_rising-green-1972.jpg,Abstract Expressionism,lee krasner
99,Abstract_Expressionism/perle-fine_ceremony-of-a-kind-1955.jpg,Abstract Expressionism,perle fine
100,Abstract_Expressionism/sam-francis_untitled-from-marginalia-hommage-to-shimizu-1979.jpg,Abstract Expressionism,sam francis
101,Abstract_Expressionism/andy-warhol_rorschach-1984.jpg,Abstract Expressionism,andy warhol
102,Abstract_Expressionism/mark-tobey_two-men-walking-1964.jpg,Abstract Expressionism,mark tobey
103,Abstract_Expressionism/kazuo-nakamura_inner-structure-1954.jpg,Abstract Expressionism,kazuo nakamura
104,Abstract_Expressionism/willem-de-kooning_study-for-backdrop.jpg,Abstract Expressionism,willem de kooning
105,Abstract_Expressionism/vasile-dobrian_we-were-so-close-that-nothing-used-to-stand-between-us-from-the-autumn-series.jpg,Abstract Expressionism,vasile dobrian
106,Abstract_Expressionism/burhan-dogancay_cheerful-ribbons-1978.jpg,Abstract Expressionism,burhan dogancay
107,Abstract_Expressionism/sam-francis_untitled-sf66-006-1966.jpg,Abstract Expressionism,sam francis
108,Abstract_Expressionism/brice-marden_don-t-bungle-the-jungle-1989.jpg,Abstract Expressionism,brice marden
109,Abstract_Expressionism/vasile-dobrian_a-perfumed-gale-of-the-autumn-is-all-that-s-left-in-my-memory-from-the-autumn-series.jpg,Abstract Expressionism,vasile dobrian
110,Abstract_Expressionism/helen-frankenthaler_solar-imp-2001.jpg,Abstract Expressionism,helen frankenthaler
111,Abstract_Expressionism/forrest-bess_untitled-39-1950.jpg,Abstract Expressionism,forrest bess
112,Abstract_Expressionism/robert-nickle_untitled-1979.jpg,Abstract Expressionism,robert nickle
113,Abstract_Expressionism/robert-goodnough_wild-horses-1965.jpg,Abstract Expressionism,robert goodnough
114,Abstract_Expressionism/clyfford-still_1949-a-no-1-1949.jpg,Abstract Expressionism,clyfford still
115,Abstract_Expressionism/richard-diebenkorn_sausalito-1.jpg,Abstract Expressionism,richard diebenkorn
116,Abstract_Expressionism/henri-matisse_white-torso-and-blue-torso-1944.jpg,Abstract Expressionism,henri matisse
117,Abstract_Expressionism/frank-stella_hudson-river-valley-1996.jpg,Abstract Expressionism,frank stella
118,Abstract_Expressionism/joan-mitchell_salut-tom-1979.jpg,Abstract Expressionism,joan mitchell
119,Abstract_Expressionism/sam-francis_untitled-i-l-i-87-1987.jpg,Abstract Expressionism,sam francis
120,Abstract_Expressionism/pat-lipsky_bumble-bee-1973.jpg,Abstract Expressionism,pat lipsky
121,Abstract_Expressionism/barnett-newman_untitled-1946.jpg,Abstract Expressionism,barnett newman
122,Abstract_Expressionism/norman-bluhm_waterloo-1965.jpg,Abstract Expressionism,norman bluhm
123,Abstract_Expressionism/jock-macdonald_primordial-fire-1957.jpg,Abstract Expressionism,jock macdonald
124,Abstract_Expressionism/wu-guanzhong_unknown-title.jpg,Abstract Expressionism,wu guanzhong
125,Abstract_Expressionism/morris-louis_drawing-d88-1948.jpg,Abstract Expressionism,morris louis
126,Abstract_Expressionism/henri-matisse_the-clown-1943.jpg,Abstract Expressionism,henri matisse
127,Abstract_Expressionism/cy-twombly_coronation-of-sesostris.jpg,Abstract Expressionism,cy twombly
128,Abstract_Expressionism/hassel-smith_up-mousehole-1962.jpg,Abstract Expressionism,hassel smith
129,Abstract_Expressionism/esteban-vicente_untitled-1990.jpg,Abstract Expressionism,esteban vicente
130,Abstract_Expressionism/jean-paul-riopelle_lithographie-1976.jpg,Abstract Expressionism,jean paul riopelle
131,Abstract_Expressionism/sam-gilliam_coffee-thyme-1980.jpg,Abstract Expressionism,sam gilliam
132,Abstract_Expressionism/basil-beattie_untitled-drawing-2002-2.jpg,Abstract Expressionism,basil beattie
133,Abstract_Expressionism/eva-hesse_no-title-1960.jpg,Abstract Expressionism,eva hesse
134,Abstract_Expressionism/douglas-huebler_untitled-1959.jpg,Abstract Expressionism,douglas huebler
135,Abstract_Expressionism/sam-gilliam_pearlie.jpg,Abstract Expressionism,sam gilliam
136,Abstract_Expressionism/cy-twombly_landscape.jpg,Abstract Expressionism,cy twombly
137,Abstract_Expressionism/alma-woodsey-thomas_the-stormy-sea-1958.jpg,Abstract Expressionism,alma woodsey thomas
138,Abstract_Expressionism/frank-lobdell_dark-presence-iii-yellow-1963.jpg,Abstract Expressionism,frank lobdell
139,Abstract_Expressionism/paul-jenkins_phenomena-franklin-s-kite-1973.jpg,Abstract Expressionism,paul jenkins
140,Abstract_Expressionism/robert-goodnough_abstract-2-1982.jpg,Abstract Expressionism,robert goodnough
141,Abstract_Expressionism/clyfford-still_1944-g-1944.jpg,Abstract Expressionism,clyfford still
142,Abstract_Expressionism/taro-yamamoto_untitled-1961.jpg,Abstract Expressionism,taro yamamoto
143,Abstract_Expressionism/frank-stella_riallaro-1995.jpg,Abstract Expressionism,frank stella
144,Abstract_Expressionism/lee-krasner_hieroglyphs-no-12-1969.jpg,Abstract Expressionism,lee krasner
145,Abstract_Expressionism/taro-yamamoto_untitled-1972.jpg,Abstract Expressionism,taro yamamoto
146,Abstract_Expressionism/gerhard-richter_wallace-bournes.jpg,Abstract Expressionism,gerhard richter
147,Abstract_Expressionism/helen-frankenthaler_desert-pass-1976.jpg,Abstract Expressionism,helen frankenthaler
148,Abstract_Expressionism/joan-snyder_sigh-2006.jpg,Abstract Expressionism,joan snyder
149,Abstract_Expressionism/richard-pousette-dart_serpentine-saffron-1969.jpg,Abstract Expressionism,richard pousette dart
150,Abstract_Expressionism/sam-francis_untitled-1954.jpg,Abstract Expressionism,sam francis
151,Abstract_Expressionism/conrad-marca-relli_sand-brown-l-a-2-82-1982.jpg,Abstract Expressionism,conrad marca relli
152,Abstract_Expressionism/willem-de-kooning_landscape-of-a-woman.jpg,Abstract Expressionism,willem de kooning
153,Abstract_Expressionism/sam-francis_the-five-continents-1984.jpg,Abstract Expressionism,sam francis
154,Abstract_Expressionism/helen-frankenthaler_buddha-s-court-1964.jpg,Abstract Expressionism,helen frankenthaler
155,Abstract_Expressionism/richard-diebenkorn_albuquerque-no-3.jpg,Abstract Expressionism,richard diebenkorn
156,Abstract_Expressionism/paul-jenkins_not_detected_235690.jpg,Abstract Expressionism,paul jenkins
157,Abstract_Expressionism/gotthard-graubner_untitled-1964.jpg,Abstract Expressionism,gotthard graubner
158,Abstract_Expressionism/esteban-vicente_red-across-1996.jpg,Abstract Expressionism,esteban vicente
159,Abstract_Expressionism/sam-francis_pioggia-d-oro-golden-rain-1988.jpg,Abstract Expressionism,sam francis
160,Abstract_Expressionism/esteban-vicente_zarzuela-1982.jpg,Abstract Expressionism,esteban vicente
161,Abstract_Expressionism/howard-hodgkin_lotus-1980.jpg,Abstract Expressionism,howard hodgkin
162,Abstract_Expressionism/elaine-de-kooning_bacchus-69-purple-and-green-1982.jpg,Abstract Expressionism,elaine de kooning
163,Abstract_Expressionism/sam-francis_limb-sf78-095-1978.jpg,Abstract Expressionism,sam francis
164,Abstract_Expressionism/gene-davis_homage-to-dubuffet-i-1952.jpg,Abstract Expressionism,gene davis
165,Abstract_Expressionism/joan-mitchell_untitled-1981.jpg,Abstract Expressionism,joan mitchell
166,Abstract_Expressionism/hans-hofmann_olive-grove-1960.jpg,Abstract Expressionism,hans hofmann
167,Abstract_Expressionism/wu-guanzhong_lion-woods-1983.jpg,Abstract Expressionism,wu guanzhong
168,Abstract_Expressionism/john-ferren_the-witch-doctor-1963.jpg,Abstract Expressionism,john ferren
169,Abstract_Expressionism/sam-francis_untitled-sfe-075-1990.jpg,Abstract Expressionism,sam francis
170,Abstract_Expressionism/sam-francis_violet-yellow-and-white-1958.jpg,Abstract Expressionism,sam francis
171,Abstract_Expressionism/betty-parsons_st-martin-s-eye-of-the-road-1976.jpg,Abstract Expressionism,betty parsons
172,Abstract_Expressionism/atsuko-tanaka_untitled-1964.jpg,Abstract Expressionism,atsuko tanaka
173,Abstract_Expressionism/wu-guanzhong_spring-breeze-2001-1.jpg,Abstract Expressionism,wu guanzhong
174,Abstract_Expressionism/cy-twombly_the-rose-ii.jpg,Abstract Expressionism,cy twombly
175,Abstract_Expressionism/salvador-dali_group-surrounding-a-reclining-nude-velazquez-1981.jpg,Abstract Expressionism,salvador dali
176,Abstract_Expressionism/terry-frost_yellow-triptych-1959.jpg,Abstract Expressionism,terry frost
177,Abstract_Expressionism/mark-tobey_untitled-sumi-1957.jpg,Abstract Expressionism,mark tobey
178,Abstract_Expressionism/gerhard-richter_ice.jpg,Abstract Expressionism,gerhard richter
179,Abstract_Expressionism/dan-christensen_tsara-2001.jpg,Abstract Expressionism,dan christensen
180,Abstract_Expressionism/jack-tworkov_blue-note-1959.jpg,Abstract Expressionism,jack tworkov
181,Abstract_Expressionism/cy-twombly_quattro-stagioni-part-iv-inverno-1994.jpg,Abstract Expressionism,cy twombly
182,Abstract_Expressionism/aaron-siskind_the-tree-35-1973.jpg,Abstract Expressionism,aaron siskind
183,Abstract_Expressionism/brice-marden_untitled.jpg,Abstract Expressionism,brice marden
184,Abstract_Expressionism/ralph-hotere_woman-1965.jpg,Abstract Expressionism,ralph hotere
185,Abstract_Expressionism/ronnie-landfield_something-else-1967.jpg,Abstract Expressionism,ronnie landfield
186,Abstract_Expressionism/frank-stella_giuf-la-luna-i-ladri-e-le-guardie-1984.jpg,Abstract Expressionism,frank stella
187,Abstract_Expressionism/conrad-marca-relli_the-surge-1958.jpg,Abstract Expressionism,conrad marca relli
188,Abstract_Expressionism/joan-mitchell_untitled-1964(1).jpg,Abstract Expressionism,joan mitchell
189,Abstract_Expressionism/cy-twombly_untitled-14.jpg,Abstract Expressionism,cy twombly
190,Abstract_Expressionism/robert-nickle_untitled-black-on-orange-1969.jpg,Abstract Expressionism,robert nickle
191,Abstract_Expressionism/brice-marden_st-barts-1-1991.jpg,Abstract Expressionism,brice marden
192,Abstract_Expressionism/paul-jenkins_not_detected_235722.jpg,Abstract Expressionism,paul jenkins
193,Abstract_Expressionism/joan-snyder_summer-orange-1970.jpg,Abstract Expressionism,joan snyder
194,Abstract_Expressionism/ronnie-landfield_railroad-gate-1989.jpg,Abstract Expressionism,ronnie landfield
195,Abstract_Expressionism/joan-miro_bird-s-flight-in-moonlight.jpg,Abstract Expressionism,joan miro
196,Abstract_Expressionism/kenzo-okada_untitled-1960.jpg,Abstract Expressionism,kenzo okada
197,Abstract_Expressionism/jackson-pollock_number-14(1).jpg,Abstract Expressionism,jackson pollock
198,Abstract_Expressionism/milton-resnick_roseland-1959.jpg,Abstract Expressionism,milton resnick
199,Abstract_Expressionism/frank-stella_guadalupe-island-caracara-1979.jpg,Abstract Expressionism,frank stella
200,Abstract_Expressionism/richard-tuttle_two-with-any-2-1-1999.jpg,Abstract Expressionism,richard tuttle
201,Art_Nouveau_Modern/sergey-solomko_virgo-comforter.jpg,Art Nouveau Modern,sergey solomko
202,Art_Nouveau_Modern/zinaida-serebriakova_portrait-of-vera-fokine.jpg,Art Nouveau Modern,zinaida serebriakova
203,Art_Nouveau_Modern/anna-ostroumova-lebedeva_view-of-st-petersburg.jpg,Art Nouveau Modern,anna ostroumova lebedeva
204,Art_Nouveau_Modern/raphael-kirchner_a-half-of-a-virgin-1901-5.jpg,Art Nouveau Modern,raphael kirchner
205,Art_Nouveau_Modern/raphael-kirchner_the-gem-of-the-ocean-puck-magazine-1916.jpg,Art Nouveau Modern,raphael kirchner
206,Art_Nouveau_Modern/max-kurzweil_mira-baue-1908.jpg,Art Nouveau Modern,max kurzweil
207,Art_Nouveau_Modern/boris-kustodiev_policeman-zhigunov-1911.jpg,Art Nouveau Modern,boris kustodiev
208,Art_Nouveau_Modern/jules-cheret_arlette-dorg-re-1890.jpg,Art Nouveau Modern,jules cheret
209,Art_Nouveau_Modern/zinaida-serebriakova_portrait-of-marietta-frangopulo-1922.jpg,Art Nouveau Modern,zinaida serebriakova
210,Art_Nouveau_Modern/sergey-solomko_reading.jpg,Art Nouveau Modern,sergey solomko
211,Art_Nouveau_Modern/zinaida-serebriakova_attacked-a-goat-gray-wolves-1901.jpg,Art Nouveau Modern,zinaida serebriakova
212,Art_Nouveau_Modern/aubrey-beardsley_list-of-pictures.jpg,Art Nouveau Modern,aubrey beardsley
213,Art_Nouveau_Modern/gustav-klimt_judith-ii-salome-1909.jpg,Art Nouveau Modern,gustav klimt
214,Art_Nouveau_Modern/egon-schiele_vorstadt-1914.jpg,Art Nouveau Modern,egon schiele
215,Art_Nouveau_Modern/nicholas-roerich_the-painting-of-the-southern-wall-of-the-chapel-of-st-anastasia-1913.jpg,Art Nouveau Modern,nicholas roerich
216,Art_Nouveau_Modern/nicholas-roerich_smolensk.jpg,Art Nouveau Modern,nicholas roerich
217,Art_Nouveau_Modern/aubrey-beardsley_portrait-of-himself-in-bed-1894.jpg,Art Nouveau Modern,aubrey beardsley
218,Art_Nouveau_Modern/egon-schiele_portrait-of-edith-schiele-the-artist-s-wife-1915.jpg,Art Nouveau Modern,egon schiele
219,Art_Nouveau_Modern/henri-de-toulouse-lautrec_reine-de-joie-1892.jpg,Art Nouveau Modern,henri de toulouse lautrec
220,Art_Nouveau_Modern/zinaida-serebriakova_girls-sylphides-ballet-chopiniana-1924.jpg,Art Nouveau Modern,zinaida serebriakova
221,Art_Nouveau_Modern/anna-ostroumova-lebedeva_view-from-the-tuchkov-bridge-1922.jpg,Art Nouveau Modern,anna ostroumova lebedeva
222,Art_Nouveau_Modern/heorhiy-narbut_the-arms-of-hetman-cyril-razumovsky-1915.jpg,Art Nouveau Modern,heorhiy narbut
223,Art_Nouveau_Modern/felix-vallotton_portrait-of-juliette-lacour-model-1886.jpg,Art Nouveau Modern,felix vallotton
224,Art_Nouveau_Modern/ivan-bilibin_illustration-for-alexander-pushkin-s-fairytale-of-the-tsar-saltan-1905-2(1).jpg,Art Nouveau Modern,ivan bilibin
225,Art_Nouveau_Modern/boris-kustodiev_country-journey-1918.jpg,Art Nouveau Modern,boris kustodiev
226,Art_Nouveau_Modern/raphael-kirchner_boys-and-girls-at-sea-6.jpg,Art Nouveau Modern,raphael kirchner
227,Art_Nouveau_Modern/anna-ostroumova-lebedeva_landscape-near-the-pil-tower-1923.jpg,Art Nouveau Modern,anna ostroumova lebedeva
228,Art_Nouveau_Modern/anna-ostroumova-lebedeva_exchange-1922.jpg,Art Nouveau Modern,anna ostroumova lebedeva
229,Art_Nouveau_Modern/felix-vallotton_street-scene-1895-1.jpg,Art Nouveau Modern,felix vallotton
230,Art_Nouveau_Modern/pablo-picasso_costume-design-for-ballet-tricorne-1917-1.jpg,Art Nouveau Modern,pablo picasso
231,Art_Nouveau_Modern/aubrey-beardsley_initial-m-for-ben-jonson-his-valpone.jpg,Art Nouveau Modern,aubrey beardsley
232,Art_Nouveau_Modern/edmund-dulac_where-i-made-one-the-rubaiyat-of-omar-khayyam.jpg,Art Nouveau Modern,edmund dulac
233,Art_Nouveau_Modern/alphonse-mucha_regional-exhibition-in-ivancice-1912.jpg,Art Nouveau Modern,alphonse mucha
234,Art_Nouveau_Modern/raphael-kirchner_roma-1.jpg,Art Nouveau Modern,raphael kirchner
235,Art_Nouveau_Modern/carl-larsson_at-church-1905(1).jpg,Art Nouveau Modern,carl larsson
236,Art_Nouveau_Modern/aubrey-beardsley_erda.jpg,Art Nouveau Modern,aubrey beardsley
237,Art_Nouveau_Modern/aleksandra-ekster_costume-design-for-theatre-moscow-1916.jpg,Art Nouveau Modern,aleksandra ekster
238,Art_Nouveau_Modern/nicholas-roerich_rostov-veliky-attics-of-princely-houses-1903.jpg,Art Nouveau Modern,nicholas roerich
239,Art_Nouveau_Modern/konstantin-korovin_set-design-for-the-opera-windsor-gossips-1888.jpg,Art Nouveau Modern,konstantin korovin
240,Art_Nouveau_Modern/carl-larsson_by-the-cellar-1917(1).jpg,Art Nouveau Modern,carl larsson
241,Art_Nouveau_Modern/jacek-malczewski_portrait-of-aleksander-wielopolski-1903.jpg,Art Nouveau Modern,jacek malczewski
242,Art_Nouveau_Modern/ferdinand-hodler_wetterhorn.jpg,Art Nouveau Modern,ferdinand hodler
243,Art_Nouveau_Modern/sergey-solomko_embrace.jpg,Art Nouveau Modern,sergey solomko
244,Art_Nouveau_Modern/edmund-dulac_the-arabian-nights-the-queen-of-the-ebony-isles.jpg,Art Nouveau Modern,edmund dulac
245,Art_Nouveau_Modern/gustav-klimt_the-three-ages-of-woman-1905.jpg,Art Nouveau Modern,gustav klimt
246,Art_Nouveau_Modern/jacques-villon_comedy-of-society-1903.jpg,Art Nouveau Modern,jacques villon
247,Art_Nouveau_Modern/nicholas-roerich_intercession-of-the-theotokos-1903.jpg,Art Nouveau Modern,nicholas roerich
248,Art_Nouveau_Modern/aubrey-beardsley_lucians-strange-creatures.jpg,Art Nouveau Modern,aubrey beardsley
249,Art_Nouveau_Modern/ivan-bilibin_moscow-1900.jpg,Art Nouveau Modern,ivan bilibin
250,Art_Nouveau_Modern/raphael-kirchner_geisha-orange.jpg,Art Nouveau Modern,raphael kirchner
251,Art_Nouveau_Modern/alphonse-mucha_portrait-charge-1897.jpg,Art Nouveau Modern,alphonse mucha
252,Art_Nouveau_Modern/raphael-kirchner_girls-with-olive-green-surrounds-1901.jpg,Art Nouveau Modern,raphael kirchner
253,Art_Nouveau_Modern/j.-e.-h.-macdonald_the-little-falls-sketch-1918.jpg,Art Nouveau Modern,j. e. h. macdonald
254,Art_Nouveau_Modern/felix-vallotton_portrait-of-russian-writer-vladimir-galaktionovich-korolenko.jpg,Art Nouveau Modern,felix vallotton
255,Art_Nouveau_Modern/alexandre-benois_a-coachman-and-a-nurse-costume-design(1).jpg,Art Nouveau Modern,alexandre benois
256,Art_Nouveau_Modern/boris-kustodiev_mercahnt-s-wife-drinking-tea-1923.jpg,Art Nouveau Modern,boris kustodiev
257,Art_Nouveau_Modern/raphael-kirchner_single-items-4.jpg,Art Nouveau Modern,raphael kirchner
258,Art_Nouveau_Modern/raphael-kirchner_behind-the-scenes-1900-1.jpg,Art Nouveau Modern,raphael kirchner
